,message,label,message_length,num_digits,has_link,has_email,is_question,contain_spam_keywords,spam_keywords_count,starts_with_greeting,has_closing,num_sepcail_chars,num_excalamation_marks,number_upper_words,message_cleaned
2848,Still otside le..u come 2morrow maga..,ham,38,1,1,0,0,0,0,0,0,0,0,0,"['still', 'Ġo', 'ts', 'ide', 'Ġle', 'Ġ..', 'Ġu', 'Ġcome', 'Ġ2', 'morrow', 'Ġmag', 'Ġ..']"
2849,Do u still have plumbers tape and a wrench we could borrow?,ham,59,0,0,0,1,0,0,0,0,1,0,0,"['Ġu', 'Ġstill', 'Ġhave', 'Ġpl', 'umber', 'Ġtape', 'Ġand', 'Ġa', 'Ġwrench', 'Ġwe', 'Ġcould', 'Ġborrow', 'Ġ?']"
2850,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",spam,114,0,1,0,0,1,2,1,0,6,0,1,"['ear', 'Ġvoucher', 'Ġholder', 'Ġ,', 'Ġto', 'Ġclaim', 'Ġthis', 'Ġweek', 'Ġoffer', 'Ġ,', 'Ġat', 'Ġyou', 'Ġpc', 'Ġplease', 'Ġgo', 'Ġto', 'Ġhttp', '://', 'www', '.', 'e', '-', 'tl', 'p', '.', 'co', '.', 'uk', '/', 'ward', 'Ġ.', 'Ġts', '&', 'c', 'Ġapply', 'Ġ.']"
2851,It vl bcum more difficult..,ham,27,0,0,0,0,0,0,0,0,0,0,0,"['Ġv', 'l', 'Ġb', 'cum', 'Ġmore', 'Ġdifficult', 'Ġ..']"
2852,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,spam,159,29,0,0,0,1,3,0,0,4,1,5,"['ur', 'Ġgo', 'Ġ2', 'Ġb', 'ah', 'ama', 'Ġ!', 'Ġcall', 'free', 'f', 'one', 'Ġ0', '808', '15', '60', '665', 'Ġand', 'Ġspeak', 'Ġto', 'Ġa', 'Ġlive', 'Ġoperator', 'Ġto', 'Ġclaim', 'Ġeither', 'Ġb', 'ah', 'ama', 'Ġcruise', 'Ġof', 'Ã¥', 'Â£', '2000', 'Ġcash', 'Ġ18', '+', 'Ġ.', 'Ġto', 'Ġopt', 'Ġout', 'Ġt', 'xt', 'Ġx', 'Ġto', 'Ġ0', '77', '86', '200', '117']"
2853,Havent still waitin as usual... ÌÏ come back sch oredi?,ham,55,0,0,0,1,0,0,0,0,3,0,1,"['Ġnot', 'Ġstill', 'Ġwait', 'Ġas', 'Ġusual', 'Ġ...', 'ĠÃ', '¬', 'Ã¯', 'Ġcome', 'Ġback', 'Ġsch', 'Ġo', 'red', 'Ġ?']"
2854,In meeting da. I will call you,ham,30,0,0,0,0,0,0,0,0,0,0,1,"['Ġmeet', 'Ġda', 'Ġ.', 'ĠI', 'Ġwill', 'Ġcall', 'Ġyou']"
2855,K k :-):-) then watch some films.,ham,33,0,0,0,0,0,0,0,0,6,0,1,"['k', 'Ġk', 'Ġ:', 'Ġ-', '):', '-', 'Ġ)', 'Ġthen', 'Ġwatch', 'Ġsome', 'Ġfilm', 'Ġ.']"
2856,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,ham,92,3,1,0,0,0,0,0,0,2,0,0,"['Ġcinema', 'Ġplus', 'Ġdrink', 'Ġappeal', 'Ġto', 'mo', 'Ġ?', 'Ġ*', 'Ġbe', 'Ġa', 'Ġfr', 'Ġthriller', 'Ġby', 'Ġdirector', 'ĠI', 'Ġlike', 'Ġon', 'Ġat', 'Ġmac', 'Ġat', 'Ġ8', '.', '30', 'Ġ.']"
2857,There the size of elephant tablets & u shove um up ur ass!!,ham,59,0,0,0,0,0,0,0,0,3,2,0,"['Ġthe', 'Ġsize', 'Ġof', 'Ġelephant', 'Ġtablet', 'Ġ&', 'Ġu', 'Ġshove', 'Ġum', 'Ġup', 'Ġur', 'Ġass', 'Ġ!', 'Ġ!']"
2858,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",ham,160,0,0,0,0,0,0,0,0,0,0,0,"['Ġmany', 'Ġpeople', 'Ġseem', 'Ġto', 'Ġbe', 'Ġspecial', 'Ġat', 'Ġfirst', 'Ġsight', 'Ġ,', 'Ġbut', 'Ġonly', 'Ġvery', 'Ġfew', 'Ġwill', 'Ġremain', 'Ġspecial', 'Ġto', 'Ġyou', 'Ġtill', 'Ġyour', 'Ġlast', 'Ġsight', 'Ġ..', 'Ġmaintain', 'Ġthey', 'Ġtill', 'Ġlife', 'Ġend', 'Ġ..', 'Ġtake', 'Ġcr', 'Ġda']"
2859,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,ham,112,3,0,0,0,0,0,0,0,4,0,1,"['un', 'ĠI', 'Ġju', 'z', 'Ġask', 'Ġcos', 'ĠI', 'Ġget', 'Ġa', 'Ġcard', 'Ġget', 'Ġ20', 'Ġ%', 'Ġoff', 'Ġ4', 'Ġa', 'Ġsalon', 'Ġcall', 'Ġhair', 'Ġsense', 'Ġso', 'ĠI', 'Ġtot', 'Ġit', 'Ġbe', 'Ġda', 'Ġone', 'ĠÃ', '¬', 'Ġ_', 'Ġcut', 'Ġur', 'Ġhair', 'Ġ.']"
2860,Good morning pookie pie! Lol hope I didn't wake u up,ham,52,0,0,0,0,0,0,1,0,2,1,1,"['good', 'Ġmorning', 'Ġp', 'ookie', 'Ġpie', 'Ġ!', 'Ġlol', 'Ġhope', 'ĠI', 'Ġdo', 'Ġnot', 'Ġwake', 'Ġu', 'Ġup']"
2861,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,ham,65,1,0,0,0,0,0,0,0,1,0,12,"['maybe', 'Ġif', 'Ġyou', 'Ġwake', 'Ġup', 'Ġbefore', 'Ġfucking', 'Ġ3', 'Ġthis', 'Ġwould', 'Ġnot', 'Ġbe', 'Ġa', 'Ġproblem', 'Ġ.']"
2862,Happy birthday to you....dear.with lots of love.rakhesh NRI,ham,59,0,1,0,0,0,0,0,0,0,0,1,"['happy', 'Ġbirthday', 'Ġto', 'Ġyou', 'Ġ....', 'Ġdear', '.', 'Ġlot', 'Ġof', 'Ġlove', '.', 'rak', 'hes', 'h', 'Ġn', 'ri']"
2863,Howz that persons story,ham,23,0,0,0,0,0,0,0,0,0,0,0,"['z', 'Ġthat', 'Ġperson', 'Ġstory']"
2864,X2  &lt;#&gt; . Are you going to get that,ham,41,1,0,0,0,0,0,0,0,5,0,1,"['x', '2', 'Ġ', 'Ġ', 'Ġ&', 'Ġl', ';', '#', '&', 'gt', 'Ġ;', 'Ġ.', 'Ġbe', 'Ġyou', 'Ġgo', 'Ġto', 'Ġget', 'Ġthat']"
2865,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,ham,137,1,0,0,0,0,0,1,0,2,0,0,"['hi', 'Ġne', 'va', 'Ġworry', 'Ġbout', 'Ġda', 'Ġtruth', 'Ġco', 'z', 'Ġthe', 'Ġtruth', 'Ġwill', 'Ġlead', 'ĠI', 'Ġ2', 'Ġur', 'Ġheart', 'Ġ.', 'Ġit', 'Ã¥', 'Ã', 'µ', 'Ġthe', 'Ġleast', 'Ġa', 'Ġunique', 'Ġperson', 'Ġlike', 'Ġu', 'Ġdeserve', 'Ġ.', 'Ġsleep', 'Ġtight', 'Ġor', 'Ġmorning']"
2866,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,spam,148,25,0,0,0,1,1,0,0,6,1,4,"['ur', 'Ġaward', 'Ġa', 'Ġcity', 'Ġbreak', 'Ġand', 'Ġcould', 'Ġwin', 'Ġa', 'ĠÃ', '¥', 'Â£', '200', 'Ġsummer', 'Ġshopping', 'Ġspree', 'Ġevery', 'Ġw', 'k', 'Ġ.', 'Ġt', 'xt', 'Ġstore', 'Ġto', 'Ġ8', '80', '39', '.', 'sk', 'il', 'g', '.', 'ts', 'cs', '08', '7', '147', '403', '231', 'win', 'awk', '!', 'age', '16', '+', 'Ã¥', 'Â£', '1', '.', '50', 'per', 'w', 'ks', 'ub']"
2867,Is ur paper today in e morn or aft?,ham,35,0,0,0,1,0,0,0,0,1,0,0,"['Ġur', 'Ġpaper', 'Ġtoday', 'Ġin', 'Ġe', 'Ġm', 'orn', 'Ġor', 'Ġaft', 'Ġ?']"
2868,I will lick up every drop :) are you ready to use your mouth as well?,ham,69,0,0,0,1,0,0,0,0,3,0,1,"['Ġwill', 'Ġlick', 'Ġup', 'Ġevery', 'Ġdrop', 'Ġ:)', 'Ġbe', 'Ġyou', 'Ġready', 'Ġto', 'Ġuse', 'Ġyour', 'Ġmouth', 'Ġas', 'Ġwell', 'Ġ?']"
2869,And you! Will expect you whenever you text! Hope all goes well tomo ,ham,68,0,0,0,0,0,0,0,0,2,2,0,"['Ġyou', 'Ġ!', 'Ġwill', 'Ġexpect', 'Ġyou', 'Ġwhenever', 'Ġyou', 'Ġtext', 'Ġ!', 'Ġhope', 'Ġall', 'Ġgo', 'Ġwell', 'Ġto', 'mo']"
2870,Great. P diddy is my neighbor and comes for toothpaste every morning,ham,68,0,0,0,0,0,0,0,0,0,0,1,"['great', 'Ġ.', 'Ġp', 'Ġdid', 'dy', 'Ġbe', 'Ġmy', 'Ġneighbor', 'Ġand', 'Ġcome', 'Ġfor', 'Ġtooth', 'paste', 'Ġevery', 'Ġmorning']"
2871,"I av a new number,  . Wil u only use this one,ta.",ham,49,0,0,0,0,0,0,0,0,0,0,1,"['Ġav', 'Ġa', 'Ġnew', 'Ġnumber', 'Ġ,', 'Ġ', 'Ġ', 'Ġ.', 'Ġwil', 'Ġu', 'Ġonly', 'Ġuse', 'Ġthis', 'Ġone', 'Ġ,', 'Ġta', 'Ġ.']"
2872,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,ham,96,0,0,0,0,0,0,0,0,1,1,0,"['Ġits', 'Ġto', 'Ġbe', 'Ġpoke', 'Ġman', 'Ġeveryday', 'Ġthat', 'Ġthey', 'Ġteach', 'Ġyou', 'Ġin', 'Ġcan', 'ada', 'Ġab', 'Ġ!', 'Ġhow', 'Ġbe', 'Ġyou', 'Ġ.', 'Ġjust', 'Ġsay', 'Ġhi', 'Ġ.']"
2873,7 lor... Change 2 suntec... Wat time u coming?,ham,46,2,0,0,1,0,0,0,0,1,0,0,"['7', 'Ġl', 'Ġ...', 'Ġchange', 'Ġ2', 'Ġsun', 'tec', 'Ġ...', 'Ġwat', 'Ġtime', 'Ġu', 'Ġcome', 'Ġ?']"
2874,No de.am seeing in online shop so that i asked.,ham,47,0,1,0,0,0,0,0,0,0,0,0,"['Ġde', '.', 'Ġsee', 'Ġin', 'Ġonline', 'Ġshop', 'Ġso', 'Ġthat', 'ĠI', 'Ġask', 'Ġ.']"
2875,Just curious because my cuz asked what I was up to,ham,50,0,0,0,0,0,0,0,0,0,0,1,"['Ġcurious', 'Ġbecause', 'Ġmy', 'Ġc', 'uz', 'Ġask', 'Ġwhat', 'ĠI', 'Ġbe', 'Ġup', 'Ġto']"
2876,Nice.nice.how is it working?,ham,28,0,1,0,1,0,0,0,0,1,0,0,"['nice', '.', 'nice', '.', 'Ġbe', 'Ġit', 'Ġwork', 'Ġ?']"
2877,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,ham,110,0,0,0,1,0,0,0,0,1,0,0,"['ok', 'ay', 'Ġl', 'Ġ...', 'Ġw', 'ah', 'Ġ...', 'Ġlike', 'Ġthat', 'Ġdef', 'Ġthey', 'Ġwill', 'Ġnot', 'Ġlet', 'Ġwe', 'Ġgo', 'Ġ...', 'Ġhaha', 'Ġ...', 'Ġwhat', 'Ġdo', 'Ġthey', 'Ġsay', 'Ġin', 'Ġthe', 'Ġterm', 'Ġand', 'Ġcondition', 'Ġ?']"
2878,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,ham,97,0,0,0,0,0,0,0,0,0,0,0,"['h', 'aha', 'Ġ...', 'Ġy', 'Ġhopefully', 'Ġ', 'Ġ', 'Ġwe', 'Ġwill', 'Ġlose', 'Ġa', 'Ġfew', 'Ġkg', 'Ġby', 'Ġmon', 'Ġ.', 'Ġafter', 'Ġhip', 'Ġhop', 'Ġcan', 'Ġgo', 'Ġor', 'chard', 'Ġand', 'Ġweigh', 'Ġagain']"
2879,She's good. How are you. Where r u working now,ham,46,0,0,0,0,1,1,0,0,1,0,0,"['Ġbe', 'Ġgood', 'Ġ.', 'Ġhow', 'Ġbe', 'Ġyou', 'Ġ.', 'Ġwhere', 'Ġr', 'Ġu', 'Ġwork', 'Ġnow']"
2880,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",ham,90,0,0,0,0,0,0,0,0,2,0,0,"['oh', 'Ġ,', 'Ġyes', 'Ġ,', 'ĠI', 'Ġhave', 'Ġjust', 'Ġbe', 'Ġa', 'Ġlittle', 'Ġunder', 'Ġthe', 'Ġweather', 'Ġso', 'ĠI', 'Ġhave', 'Ġkind', 'Ġof', 'Ġbe', 'Ġcoc', 'co', 'one', 'Ġat', 'Ġhome']"
2881,At home also.,ham,13,0,0,0,0,0,0,0,0,0,0,0,"['Ġhome', 'Ġalso', 'Ġ.']"
2882,This phone has the weirdest auto correct.,ham,41,0,0,0,0,0,0,0,0,0,0,0,"['Ġphone', 'Ġhave', 'Ġthe', 'Ġweird', 'Ġauto', 'Ġcorrect', 'Ġ.']"
2883,Oops my phone died and I didn't even know. Yeah I like it better.,ham,65,0,0,0,0,1,1,0,0,1,0,2,"['oop', 'Ġmy', 'Ġphone', 'Ġdie', 'Ġand', 'ĠI', 'Ġdo', 'Ġnot', 'Ġeven', 'Ġknow', 'Ġ.', 'Ġyeah', 'ĠI', 'Ġlike', 'Ġit', 'Ġwell', 'Ġ.']"
2884,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,ham,134,4,0,0,1,0,0,0,0,1,0,0,"['Ġnot', 'Ġmus', 'Ġask', 'Ġif', 'Ġu', 'Ġcan', 'Ġ1', 'st', 'Ġwat', 'Ġ.', 'Ġof', 'Ġmeet', 'Ġ4', 'Ġlunch', 'Ġden', 'Ġu', 'Ġn', 'Ġhe', 'Ġmeet', 'Ġcan', 'Ġalready', 'Ġl', 'Ġ.', 'Ġor', 'Ġu', 'Ġw', 'Ġ2', 'Ġgo', 'Ġask', 'Ġda', 'Ġge', 'Ġ1', 'st', 'Ġthen', 'Ġconfirm', 'Ġw', 'ĠI', 'Ġas', 'ap', 'Ġ?']"
2885,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",ham,131,2,0,0,0,1,1,0,0,5,2,23,"['oh', 'Ġyeah', 'Ġ,', 'Ġand', 'Ġha', 'v', 'Ġa', 'Ġgreat', 'Ġtime', 'Ġin', 'Ġnew', 'qu', 'ay', 'Ġ-', 'Ġsend', 'ĠI', 'Ġa', 'Ġpost', 'card', 'Ġ!', 'Ġ1', 'Ġlook', 'Ġafter', 'Ġall', 'Ġthe', 'Ġgirl', 'Ġwhile', 'ĠI', 'Ġm', 'Ġgone', '(', 'u', 'Ġknow', 'Ġthe', 'Ġ1', 'im', 'Ġtalk', 'Ġbout', '!)', 'xx']"
2886,We got a divorce. Lol. She.s here,ham,33,0,1,0,0,0,0,0,0,0,0,0,"['Ġget', 'Ġa', 'Ġdivorce', 'Ġ.', 'Ġlol', 'Ġ.', 'Ġshe', '.', 'Ġhere']"
2887,What's ur pin?,ham,14,0,0,0,1,0,0,0,0,2,0,0,"['Ġbe', 'Ġur', 'Ġpin', 'Ġ?']"
2888,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",ham,105,0,0,0,1,1,1,0,0,3,0,0,"['b', 'abe', 'Ġ,', 'Ġhave', 'Ġyou', 'Ġget', 'Ġenough', 'Ġmoney', 'Ġto', 'Ġpick', 'Ġup', 'Ġbread', 'Ġand', 'Ġmilk', 'Ġ?', 'Ġand', 'ĠI', 'Ġwill', 'Ġgive', 'Ġyou', 'Ġit', 'Ġback', 'Ġwhen', 'Ġyou', 'Ġget', 'Ġhome', 'Ġ?']"
2889,I want snow. It's just freezing and windy.,ham,42,0,0,0,0,1,3,0,0,1,0,1,"['Ġwant', 'Ġsnow', 'Ġ.', 'Ġit', 'Ġbe', 'Ġjust', 'Ġfreezing', 'Ġand', 'Ġwind', 'Ġ.']"
2890,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,spam,159,19,0,0,0,1,4,0,0,3,1,4,"['urg', 'ent', 'Ġ!', 'Ġwe', 'Ġbe', 'Ġtry', 'Ġto', 'Ġcontact', 'Ġu', '.', 'Ġto', 'days', 'Ġdraw', 'Ġshow', 'Ġthat', 'Ġyou', 'Ġhave', 'Ġwin', 'Ġa', 'ĠÃ', '¥', 'Â£', '2000', 'Ġprize', 'Ġguarantee', 'Ġ.', 'Ġcall', 'Ġ0', '90', '66', '358', '361', 'Ġfrom', 'Ġland', 'Ġline', 'Ġ.', 'Ġclaim', 'Ġy', '87', 'Ġ.', 'Ġvalid', 'Ġ12', 'h', 'rs', 'Ġonly']"
2891,Come to mahal bus stop.. &lt;DECIMAL&gt;,ham,40,0,0,0,0,0,0,0,0,4,0,0,"['come', 'Ġto', 'Ġmah', 'al', 'Ġbus', 'Ġstop', 'Ġ..', 'Ġ&', 'Ġl', ';', 'dec', 'imal', '&', 'gt', 'Ġ;']"
2892,Don know:)this week i'm going to tirunelvai da.,ham,47,0,0,0,0,1,1,0,0,3,0,0,"['Ġknow', ':', ')', 'Ġweek', 'ĠI', 'Ġbe', 'Ġgo', 'Ġto', 'Ġtir', 'un', 'el', 'v', 'ai', 'Ġda', 'Ġ.']"
2893,Me too baby! I promise to treat you well! I bet you will take good care of me...,ham,80,0,0,0,0,0,0,0,0,2,2,2,"['Ġtoo', 'Ġbaby', 'Ġ!', 'ĠI', 'Ġpromise', 'Ġto', 'Ġtreat', 'Ġyou', 'Ġwell', 'Ġ!', 'ĠI', 'Ġbet', 'Ġyou', 'Ġwill', 'Ġtake', 'Ġgood', 'Ġcare', 'Ġof', 'ĠI', 'Ġ...']"
2894,Its like that hotel dusk game i think. You solve puzzles in a area thing,ham,72,0,0,0,0,0,0,0,0,0,0,0,"['Ġlike', 'Ġthat', 'Ġhotel', 'Ġdusk', 'Ġgame', 'ĠI', 'Ġthink', 'Ġ.', 'Ġyou', 'Ġsolve', 'Ġpuzzle', 'Ġin', 'Ġa', 'Ġarea', 'Ġthing']"
2895,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",spam,157,16,1,0,0,0,0,0,0,0,0,1,"['thank', 'Ġfor', 'Ġyour', 'Ġring', 'tone', 'Ġorder', 'Ġ,', 'Ġreference', 'Ġnumber', 'Ġx', '29', 'Ġ.', 'Ġyour', 'Ġmobile', 'Ġwill', 'Ġbe', 'Ġcharge', 'Ġ4', '.', '50', 'Ġ.', 'Ġshould', 'Ġyour', 'Ġtone', 'Ġnot', 'Ġarrive', 'Ġplease', 'Ġcall', 'Ġcustomer', 'Ġservice', 'Ġ0', '90', '65', '989', '180']"
2896,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",ham,150,0,0,0,0,0,0,1,0,5,2,2,"['hi', 'Ġ,', 'Ġmy', 'Ġlove', 'Ġ!', 'Ġhow', 'Ġgo', 'Ġthat', 'Ġday', 'Ġ?', 'Ġfuck', 'Ġ,', 'Ġthis', 'Ġmorning', 'ĠI', 'Ġwake', 'Ġand', 'Ġdrop', 'Ġmy', 'Ġcell', 'Ġon', 'Ġthe', 'Ġway', 'Ġdown', 'Ġthe', 'Ġstair', 'Ġbut', 'Ġit', 'Ġseem', 'Ġalright', 'Ġ...', 'Ġ*', 'Ġp', 'hew', 'Ġ*', 'ĠI', 'Ġmiss', 'Ġyou', 'Ġ!']"
2897,Well that must be a pain to catch,ham,33,0,0,0,0,0,0,0,0,0,0,0,"['well', 'Ġthat', 'Ġmust', 'Ġbe', 'Ġa', 'Ġpain', 'Ġto', 'Ġcatch']"
2898,Sorry da thangam.it's my mistake.,ham,33,0,1,0,0,0,0,0,0,1,0,0,"['sorry', 'Ġda', 'Ġthan', 'gam', '.', ""Ġ'"", 'Ġmy', 'Ġmistake', 'Ġ.']"
2899,I need... Coz i never go before ,ham,32,0,0,0,0,0,0,0,0,0,0,1,"['Ġneed', 'Ġ...', 'Ġco', 'z', 'ĠI', 'Ġnever', 'Ġgo', 'Ġbefore']"
2900,Wife.how she knew the time of murder exactly,ham,44,0,1,0,0,0,0,0,0,0,0,0,"['wife', '.', 'Ġshe', 'Ġknow', 'Ġthe', 'Ġtime', 'Ġof', 'Ġmurder', 'Ġexactly']"
2901,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",spam,136,22,0,0,0,1,2,0,0,4,1,4,"['six', 'Ġchance', 'Ġto', 'Ġwin', 'Ġcash', 'Ġ!', 'Ġfrom', 'Ġ100', 'Ġto', 'Ġ20', ',', '000', 'Ġpound', 'Ġt', 'xt', 'Ġ>', 'Ġc', 'sh', '11', 'Ġand', 'Ġsend', 'Ġto', 'Ġ8', '75', '75', 'Ġ.', 'Ġcost', 'Ġ150', 'p', 'Ġ/', 'Ġday', 'Ġ,', 'Ġ6', 'days', 'Ġ,', 'Ġ16', 'Ġ+', 'Ġt', 'sand', 'c', 'Ġapply', 'Ġreply', 'Ġh', 'l', 'Ġ4', 'Ġinfo']"
2902,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam,142,28,0,0,0,1,2,0,0,7,0,5,"['ur', 'Ġcash', 'Ġ-', 'Ġbalance', 'Ġbe', 'Ġcurrently', 'Ġ500', 'Ġpound', 'Ġ-', 'Ġto', 'Ġmaximize', 'Ġur', 'Ġcash', 'Ġ-', 'Ġin', 'Ġnow', 'Ġsend', 'Ġcollect', 'Ġto', 'Ġ8', '36', '00', 'Ġonly', 'Ġ150', 'p', 'Ġ/', 'Ġmsg', 'Ġ.', 'Ġcc', 'Ġ:', 'Ġ0', '87', '187', '20', '201', 'Ġpo', 'Ġbox', 'Ġ114', '/', '14', 'Ġt', 'cr', 'Ġ/', 'Ġw', '1']"
2903,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",ham,102,0,0,0,1,0,0,0,0,1,0,2,"['Ġfeel', 'Ġlike', 'Ġa', 'Ġdick', 'Ġbecause', 'ĠI', 'Ġkeep', 'Ġsleep', 'Ġthrough', 'Ġyour', 'Ġtext', 'Ġand', 'Ġfacebook', 'Ġmessage', 'Ġ.', 'Ġsup', 'Ġ,', 'Ġyou', 'Ġin', 'Ġtown', 'Ġ?']"
2904,No plm i will come da. On the way.,ham,34,0,0,0,0,0,0,0,0,0,0,0,"['Ġpl', 'ĠI', 'Ġwill', 'Ġcome', 'Ġda', 'Ġ.', 'Ġon', 'Ġthe', 'Ġway', 'Ġ.']"
2905,Guess he wants alone time. We could just show up and watch when they do..,ham,73,0,0,0,0,0,0,0,0,0,0,0,"['gu', 'ess', 'Ġhe', 'Ġwant', 'Ġalone', 'Ġtime', 'Ġ.', 'Ġwe', 'Ġcould', 'Ġjust', 'Ġshow', 'Ġup', 'Ġand', 'Ġwatch', 'Ġwhen', 'Ġthey', 'Ġdo', 'Ġ..']"
2906,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),ham,149,0,0,0,0,1,1,0,0,9,1,0,"['height', 'Ġof', 'Ġrecycling', 'Ġ:', 'Ġread', 'Ġtwice', '-', 'Ġpeople', 'Ġspend', 'Ġtime', 'Ġfor', 'Ġearn', 'Ġmoney', 'Ġand', 'Ġthe', 'Ġsame', 'Ġmoney', 'Ġbe', 'Ġspend', 'Ġfor', 'Ġspend', 'Ġtime', '!', ';', '-', 'Ġ)', 'Ġgood', 'Ġmorning', 'Ġ..', 'Ġkeep', 'Ġsmiling', ':-', 'Ġ)']"
2907,Yup Ì_ not comin :-(,ham,20,0,0,0,0,0,0,0,0,5,0,1,"['ĠÃ', '¬', 'Ġ_', 'Ġnot', 'Ġcom', 'Ġ:', '-(']"
2908,"Yes, princess. Toledo.",ham,22,0,0,0,0,0,0,0,0,0,0,0,"['yes', 'Ġ,', 'Ġprincess', 'Ġ.', 'Ġto', 'led', 'Ġ.']"
2909,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",ham,92,0,0,0,0,1,1,0,0,2,0,0,"['ight', 'Ġtext', 'ĠI', 'Ġwhen', 'Ġyou', 'Ġbe', 'Ġback', 'Ġat', 'Ġmu', 'Ġand', 'ĠI', 'Ġwill', 'Ġswing', 'Ġby', 'Ġ,', 'Ġneed', 'Ġsomebody', 'Ġto', 'Ġget', 'Ġthe', 'Ġdoor', 'Ġfor', 'ĠI']"
2910,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ham,86,0,0,0,0,0,0,0,0,0,0,1,"['ron', 'Ġsay', 'Ġfri', 'Ġle', 'h', 'Ġ.', 'Ġn', 'Ġhe', 'Ġsay', 'Ġding', 'Ġt', 'ai', 'Ġf', 'eng', 'Ġcan', 'Ġnot', 'Ġmake', 'Ġreservation', 'Ġ.', 'Ġbut', 'Ġhe', 'Ġsay', 'Ġwait', 'Ġl', 'Ġ.']"
2911,Good. No swimsuit allowed :),ham,28,0,0,0,0,0,0,0,0,2,0,0,"['good', 'Ġ.', 'Ġno', 'Ġswim', 'suit', 'Ġallow', 'Ġ:)']"
2912,Am okay. Will soon be over. All the best,ham,40,0,0,0,0,0,0,0,1,0,0,0,"['Ġokay', 'Ġ.', 'Ġwill', 'Ġsoon', 'Ġbe', 'Ġover', 'Ġ.', 'Ġall', 'Ġthe', 'Ġgood']"
2913,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,ham,90,0,0,0,0,0,0,0,0,2,0,1,"['Ġcute', 'Ġthought', 'Ġfor', 'Ġfriendship', 'Ġ:', 'Ġ\\', 'Ġnot', 'Ġnecessary', 'Ġto', 'Ġshare', 'Ġevery', 'Ġsecret', 'Ġwith', 'Ġur', 'Ġclose', 'Ġfr', 'nd']"
2914,Ok i've sent u da latest version of da project.,ham,47,0,0,0,0,0,0,0,0,1,0,0,"['ok', 'ĠI', 'Ġhave', 'Ġsend', 'Ġu', 'Ġda', 'Ġlate', 'Ġversion', 'Ġof', 'Ġda', 'Ġproject', 'Ġ.']"
2915,Good Morning my Dear........... Have a great &amp; successful day.,ham,66,0,0,0,0,0,0,1,0,2,0,0,"['good', 'Ġmorning', 'Ġmy', 'Ġdear', 'Ġ........', '...', 'Ġhave', 'Ġa', 'Ġgreat', 'Ġ&', 'Ġamp', 'Ġ;', 'Ġsuccessful', 'Ġday', 'Ġ.']"
2916,Pls accept me for one day. Or am begging you change the number.,ham,63,0,0,0,0,0,0,0,0,0,0,0,"['pl', 'Ġaccept', 'ĠI', 'Ġfor', 'Ġone', 'Ġday', 'Ġ.', 'Ġor', 'Ġbe', 'Ġbeg', 'Ġyou', 'Ġchange', 'Ġthe', 'Ġnumber', 'Ġ.']"
